#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
IKBKB	TSC1	9606.ENSP00000430684	9606.ENSP00000298552	0	0	0	0	0	0.298	0.900	0	0.926
IKBKB	MALT1	9606.ENSP00000430684	9606.ENSP00000319279	0	0	0	0	0	0.281	0.900	0	0.925
IKBKB	TRADD	9606.ENSP00000430684	9606.ENSP00000341268	0	0	0	0	0	0.056	0.900	0	0.901
IKBKB	PDPK1	9606.ENSP00000430684	9606.ENSP00000344220	0	0	0	0.585	0	0.145	0.900	0	0.910
IKBKB	MAP3K3	9606.ENSP00000430684	9606.ENSP00000354927	0	0	0	0.560	0	0.306	0.900	0	0.927
IKBKB	TAB2	9606.ENSP00000430684	9606.ENSP00000356426	0	0	0	0	0	0.317	0.900	0	0.928
IKBKB	MAP3K7	9606.ENSP00000430684	9606.ENSP00000358335	0	0	0	0.570	0	0.897	0.900	0	0.989
IKBKB	NFKB2	9606.ENSP00000430684	9606.ENSP00000358983	0	0	0	0	0	0.752	0.900	0	0.974
IKBKB	IRAK1	9606.ENSP00000430684	9606.ENSP00000358997	0	0	0	0.551	0	0.486	0.900	0	0.946
IKBKB	TLR4	9606.ENSP00000430684	9606.ENSP00000363089	0	0	0	0	0	0.089	0.900	0	0.905
IKBKB	TAB3	9606.ENSP00000430684	9606.ENSP00000368215	0	0	0	0	0	0.317	0.900	0	0.928
IKBKB	TIRAP	9606.ENSP00000430684	9606.ENSP00000376445	0	0	0	0	0	0.057	0.900	0	0.901
IKBKB	MAP3K1	9606.ENSP00000430684	9606.ENSP00000382423	0	0	0	0.560	0	0.686	0.900	0	0.967
IKBKB	RELA	9606.ENSP00000430684	9606.ENSP00000384273	0	0	0	0	0	0.881	0.900	0	0.987
IKBKB	IRAK4	9606.ENSP00000430684	9606.ENSP00000390651	0	0	0	0.580	0	0	0.900	0	0.900
IKBKB	TNF	9606.ENSP00000430684	9606.ENSP00000398698	0	0	0	0	0	0.696	0.900	0	0.968
IKBKB	MYD88	9606.ENSP00000430684	9606.ENSP00000401399	0	0	0	0	0	0.352	0.900	0	0.932
IKBKB	PRKCA	9606.ENSP00000430684	9606.ENSP00000408695	0	0	0	0.567	0	0.285	0.900	0	0.925
IKBKB	NTRK1	9606.ENSP00000430684	9606.ENSP00000431418	0	0	0	0.548	0	0	0.900	0	0.900
IKBKB	TNFAIP3	9606.ENSP00000430684	9606.ENSP00000481570	0	0	0	0	0	0.696	0.900	0	0.968
IKBKB	MAP3K14	9606.ENSP00000430684	9606.ENSP00000482657	0	0	0	0.550	0	0.874	0.900	0	0.986
IKBKB	IKBKG	9606.ENSP00000430684	9606.ENSP00000483825	0	0	0	0	0	0.998	0.900	0	0.999
IKBKB	TRAF6	9606.ENSP00000430684	9606.ENSP00000433623	0	0	0	0	0	0.689	0.900	0	0.967
IKBKG	TNFRSF1A	9606.ENSP00000483825	9606.ENSP00000162749	0	0	0	0	0	0.879	0.900	0	0.987
IKBKG	NGFR	9606.ENSP00000483825	9606.ENSP00000172229	0	0	0	0	0	0	0.900	0	0.900
IKBKG	TAB1	9606.ENSP00000483825	9606.ENSP00000216160	0	0	0	0	0	0.457	0.900	0	0.943
IKBKG	NFKBIA	9606.ENSP00000483825	9606.ENSP00000216797	0	0	0	0	0	0.994	0.900	0	0.999
IKBKG	TNFRSF10A	9606.ENSP00000483825	9606.ENSP00000221132	0	0	0	0	0	0	0.900	0	0.900
IKBKG	NFKB1	9606.ENSP00000483825	9606.ENSP00000226574	0	0	0	0	0	0.532	0.900	0	0.951
IKBKG	TRAF2	9606.ENSP00000483825	9606.ENSP00000247668	0	0	0	0	0	0.782	0.900	0	0.977
IKBKG	RIPK1	9606.ENSP00000483825	9606.ENSP00000259808	0	0	0	0	0	0.920	0.900	0	0.991
IKBKG	TLR2	9606.ENSP00000483825	9606.ENSP00000260010	0	0	0	0	0	0.058	0.900	0	0.901
IKBKG	PIAS4	9606.ENSP00000483825	9606.ENSP00000262971	0	0	0	0	0	0.753	0.900	0	0.974
IKBKG	PRKCQ	9606.ENSP00000483825	9606.ENSP00000263125	0	0	0	0	0	0.270	0.900	0	0.923
IKBKG	TNFRSF10B	9606.ENSP00000483825	9606.ENSP00000276431	0	0	0	0	0	0	0.900	0	0.900
IKBKG	LY96	9606.ENSP00000483825	9606.ENSP00000284818	0	0	0	0	0	0	0.900	0	0.900
IKBKG	MALT1	9606.ENSP00000483825	9606.ENSP00000319279	0	0	0	0	0	0.753	0.900	0	0.974
IKBKG	TRADD	9606.ENSP00000483825	9606.ENSP00000341268	0	0	0	0	0	0.192	0.900	0	0.915
IKBKG	PDPK1	9606.ENSP00000483825	9606.ENSP00000344220	0	0	0	0	0	0	0.900	0	0.900
IKBKG	MAP2K3	9606.ENSP00000483825	9606.ENSP00000345083	0	0	0	0	0	0	0.900	0	0.900
IKBKG	UBE2I	9606.ENSP00000483825	9606.ENSP00000348056	0	0	0	0	0	0.333	0.900	0	0.930
IKBKG	MAP3K3	9606.ENSP00000483825	9606.ENSP00000354927	0	0	0	0	0	0.128	0.900	0	0.909
IKBKG	TAB2	9606.ENSP00000483825	9606.ENSP00000356426	0	0	0	0	0	0.653	0.900	0	0.963
IKBKG	MAP3K7	9606.ENSP00000483825	9606.ENSP00000358335	0	0	0	0	0	0.773	0.900	0	0.976
IKBKG	NFKB2	9606.ENSP00000483825	9606.ENSP00000358983	0	0	0	0	0	0.229	0.900	0	0.919
IKBKG	IRAK1	9606.ENSP00000483825	9606.ENSP00000358997	0	0	0	0	0	0.873	0.900	0	0.986
IKBKG	TLR4	9606.ENSP00000483825	9606.ENSP00000363089	0	0	0	0	0	0.182	0.900	0	0.914
IKBKG	TIRAP	9606.ENSP00000483825	9606.ENSP00000376445	0	0	0	0	0	0	0.900	0	0.900
IKBKG	MAP2K7	9606.ENSP00000483825	9606.ENSP00000381070	0	0	0	0	0	0	0.900	0	0.900
IKBKG	MAP3K1	9606.ENSP00000483825	9606.ENSP00000382423	0	0	0	0	0	0.542	0.900	0	0.952
IKBKG	RELA	9606.ENSP00000483825	9606.ENSP00000384273	0	0	0	0	0	0.270	0.900	0	0.923
IKBKG	IRAK4	9606.ENSP00000483825	9606.ENSP00000390651	0	0	0	0	0	0.283	0.900	0	0.925
IKBKG	TNF	9606.ENSP00000483825	9606.ENSP00000398698	0	0	0	0	0	0.892	0.900	0	0.988
IKBKG	MYD88	9606.ENSP00000483825	9606.ENSP00000401399	0	0	0	0	0	0.270	0.900	0	0.923
IKBKG	PRKCA	9606.ENSP00000483825	9606.ENSP00000408695	0	0	0	0	0	0	0.900	0	0.900
IKBKG	MAP2K4	9606.ENSP00000483825	9606.ENSP00000410402	0	0	0	0	0	0	0.900	0	0.900
IKBKG	NTRK1	9606.ENSP00000483825	9606.ENSP00000431418	0	0	0	0	0	0.059	0.900	0	0.901
IKBKG	TRAF6	9606.ENSP00000483825	9606.ENSP00000433623	0	0	0	0	0	0.945	0.900	0	0.994
IKBKG	UBC	9606.ENSP00000483825	9606.ENSP00000441543	0	0	0	0	0	0.934	0.650	0	0.975
IKBKG	MAP2K6	9606.ENSP00000483825	9606.ENSP00000468348	0	0	0	0	0	0	0.900	0	0.900
IKBKG	TNFAIP3	9606.ENSP00000483825	9606.ENSP00000481570	0	0	0	0	0	0.884	0.900	0	0.987
IKBKG	MAP3K14	9606.ENSP00000483825	9606.ENSP00000482657	0	0	0	0	0	0.855	0.900	0	0.984
IL1B	NFKB1	9606.ENSP00000263341	9606.ENSP00000226574	0	0	0	0	0	0	0.900	0	0.900
IL1B	MAPK14	9606.ENSP00000263341	9606.ENSP00000229795	0	0	0	0	0	0	0.900	0	0.900
IL1B	IL4	9606.ENSP00000263341	9606.ENSP00000231449	0	0	0	0	0	0	0.900	0	0.900
IL1B	PIK3CA	9606.ENSP00000263341	9606.ENSP00000263967	0	0	0	0	0	0	0.900	0	0.900
IL1B	MAP3K3	9606.ENSP00000263341	9606.ENSP00000354927	0	0	0	0	0	0	0.900	0	0.900
IL1B	PIK3R1	9606.ENSP00000263341	9606.ENSP00000428056	0	0	0	0	0	0	0.900	0	0.900
IL1B	MALT1	9606.ENSP00000263341	9606.ENSP00000319279	0	0	0	0	0	0	0.900	0	0.900
IL1B	MAPK11	9606.ENSP00000263341	9606.ENSP00000333685	0	0	0	0	0	0	0.900	0	0.900
IL1B	NFKB2	9606.ENSP00000263341	9606.ENSP00000358983	0	0	0	0	0	0	0.900	0	0.900
IL1B	JAK2	9606.ENSP00000263341	9606.ENSP00000371067	0	0	0	0	0	0.056	0.900	0	0.901
IL1B	IRAK4	9606.ENSP00000263341	9606.ENSP00000390651	0	0	0	0	0	0.056	0.900	0	0.901
IL1B	IRAK1	9606.ENSP00000263341	9606.ENSP00000358997	0	0	0	0	0	0.284	0.900	0	0.925
IL1B	RELA	9606.ENSP00000263341	9606.ENSP00000384273	0	0	0	0	0	0	0.900	0	0.900
IL1B	TRAF6	9606.ENSP00000263341	9606.ENSP00000433623	0	0	0	0	0	0.091	0.900	0	0.905
IL1B	MYD88	9606.ENSP00000263341	9606.ENSP00000401399	0	0	0	0	0	0	0.900	0	0.900
IL1B	IL6	9606.ENSP00000263341	9606.ENSP00000385675	0	0	0	0	0	0	0.900	0	0.900
IL1B	IL1R1	9606.ENSP00000263341	9606.ENSP00000386380	0	0	0	0	0	0.937	0.900	0	0.993
IL1R1	TAB1	9606.ENSP00000386380	9606.ENSP00000216160	0	0	0	0	0	0	0.900	0	0.900
IL1R1	NFKB1	9606.ENSP00000386380	9606.ENSP00000226574	0	0	0	0	0	0	0.900	0	0.900
IL1R1	PIK3CA	9606.ENSP00000386380	9606.ENSP00000263967	0	0	0	0	0	0	0.900	0	0.900
IL1R1	MAP3K7	9606.ENSP00000386380	9606.ENSP00000358335	0	0	0	0	0	0.056	0.900	0	0.901
IL1R1	IRAK1	9606.ENSP00000386380	9606.ENSP00000358997	0	0	0	0	0	0.884	0.900	0	0.987
IL1R1	MAP3K1	9606.ENSP00000386380	9606.ENSP00000382423	0	0	0	0	0	0	0.900	0	0.900
IL1R1	RELA	9606.ENSP00000386380	9606.ENSP00000384273	0	0	0	0	0	0	0.900	0	0.900
IL1R1	PIK3R1	9606.ENSP00000386380	9606.ENSP00000428056	0	0	0	0	0	0.678	0.900	0	0.966
IL1R1	IRAK4	9606.ENSP00000386380	9606.ENSP00000390651	0	0	0	0	0	0.495	0.900	0	0.947
IL1R1	MYD88	9606.ENSP00000386380	9606.ENSP00000401399	0	0	0	0	0	0.886	0.900	0	0.988
IL1R1	TRAF6	9606.ENSP00000386380	9606.ENSP00000433623	0	0	0	0	0	0.753	0.900	0	0.974
IL2	MAPK1	9606.ENSP00000226730	9606.ENSP00000215832	0	0	0	0	0	0	0.900	0	0.900
IL2	IL2RB	9606.ENSP00000226730	9606.ENSP00000216223	0	0	0	0	0	0.973	0.900	0	0.997
IL2	RPS6KB1	9606.ENSP00000226730	9606.ENSP00000225577	0	0	0	0	0	0	0.900	0	0.900
IL2	MAP2K2	9606.ENSP00000226730	9606.ENSP00000262948	0	0	0	0	0	0	0.900	0	0.900
IL2	MAPK11	9606.ENSP00000226730	9606.ENSP00000333685	0	0	0	0	0	0	0.900	0	0.900
IL2	SOS1	9606.ENSP00000226730	9606.ENSP00000387784	0	0	0	0	0	0	0.900	0	0.900
IL2	PIK3CA	9606.ENSP00000226730	9606.ENSP00000263967	0	0	0	0	0	0	0.900	0	0.900
IL2	IRS1	9606.ENSP00000226730	9606.ENSP00000304895	0	0	0	0	0	0	0.900	0	0.900
IL2	PIK3R1	9606.ENSP00000226730	9606.ENSP00000428056	0	0	0	0	0	0	0.900	0	0.900
IL2	MAPK9	9606.ENSP00000226730	9606.ENSP00000394560	0	0	0	0	0	0	0.900	0	0.900
IL2	PTK2B	9606.ENSP00000226730	9606.ENSP00000380638	0	0	0	0	0	0	0.900	0	0.900
IL2	RHOA	9606.ENSP00000226730	9606.ENSP00000400175	0	0	0	0	0	0	0.900	0	0.900
IL2	MAP2K1	9606.ENSP00000226730	9606.ENSP00000302486	0	0	0	0	0	0	0.900	0	0.900
IL2	NRAS	9606.ENSP00000226730	9606.ENSP00000358548	0	0	0	0	0	0	0.900	0	0.900
IL2	MAPK8	9606.ENSP00000226730	9606.ENSP00000378974	0	0	0	0	0	0	0.900	0	0.900
IL2	MAPK14	9606.ENSP00000226730	9606.ENSP00000229795	0	0	0	0	0	0	0.900	0	0.900
IL2	KRAS	9606.ENSP00000226730	9606.ENSP00000256078	0	0	0	0	0	0	0.900	0	0.900
IL2	MAPK3	9606.ENSP00000226730	9606.ENSP00000263025	0	0	0	0	0	0	0.900	0	0.900
IL2	SYK	9606.ENSP00000226730	9606.ENSP00000364907	0	0	0	0	0	0	0.900	0	0.900
IL2	SHC1	9606.ENSP00000226730	9606.ENSP00000401303	0	0	0	0	0	0.213	0.900	0	0.917
IL2	MTOR	9606.ENSP00000226730	9606.ENSP00000354558	0	0	0	0	0	0	0.900	0	0.900
IL2	JUN	9606.ENSP00000226730	9606.ENSP00000360266	0	0	0	0	0	0.270	0.900	0	0.923
IL2	RELA	9606.ENSP00000226730	9606.ENSP00000384273	0	0	0	0	0	0.486	0.900	0	0.946
IL2	LCK	9606.ENSP00000226730	9606.ENSP00000337825	0	0	0	0	0	0	0.900	0	0.900
IL2	NFATC2	9606.ENSP00000226730	9606.ENSP00000379330	0	0	0	0	0	0.501	0.900	0	0.948
IL2	JAK1	9606.ENSP00000226730	9606.ENSP00000343204	0	0	0	0	0	0	0.900	0	0.900
IL2	JAK3	9606.ENSP00000226730	9606.ENSP00000391676	0	0	0	0	0	0	0.900	0	0.900
IL2	IL2RA	9606.ENSP00000226730	9606.ENSP00000369293	0	0	0	0	0	0.967	0.900	0	0.996
IL2	IL2RG	9606.ENSP00000226730	9606.ENSP00000363318	0	0	0	0	0	0.974	0.900	0	0.997
IL2RA	MAPK1	9606.ENSP00000369293	9606.ENSP00000215832	0	0	0	0	0	0	0.900	0	0.900
IL2RA	IL2RB	9606.ENSP00000369293	9606.ENSP00000216223	0	0	0	0	0	0.463	0.900	0	0.944
IL2RA	MAPK14	9606.ENSP00000369293	9606.ENSP00000229795	0	0	0	0	0	0	0.900	0	0.900
IL2RA	KRAS	9606.ENSP00000369293	9606.ENSP00000256078	0	0	0	0	0	0	0.900	0	0.900
IL2RA	MAP2K2	9606.ENSP00000369293	9606.ENSP00000262948	0	0	0	0	0	0	0.900	0	0.900
IL2RA	MAPK3	9606.ENSP00000369293	9606.ENSP00000263025	0	0	0	0	0	0	0.900	0	0.900
IL2RA	PIK3CA	9606.ENSP00000369293	9606.ENSP00000263967	0	0	0	0	0	0	0.900	0	0.900
IL2RA	MAP2K1	9606.ENSP00000369293	9606.ENSP00000302486	0	0	0	0	0	0	0.900	0	0.900
IL2RA	IRS1	9606.ENSP00000369293	9606.ENSP00000304895	0	0	0	0	0	0	0.900	0	0.900
IL2RA	MAPK11	9606.ENSP00000369293	9606.ENSP00000333685	0	0	0	0	0	0	0.900	0	0.900
IL2RA	LCK	9606.ENSP00000369293	9606.ENSP00000337825	0	0	0	0	0	0	0.900	0	0.900
IL2RA	JAK1	9606.ENSP00000369293	9606.ENSP00000343204	0	0	0	0	0	0	0.900	0	0.900
IL2RA	NRAS	9606.ENSP00000369293	9606.ENSP00000358548	0	0	0	0	0	0	0.900	0	0.900
IL2RA	IL2RG	9606.ENSP00000369293	9606.ENSP00000363318	0	0	0	0	0	0	0.900	0	0.900
IL2RA	SYK	9606.ENSP00000369293	9606.ENSP00000364907	0	0	0	0	0	0	0.900	0	0.900
IL2RA	PTK2B	9606.ENSP00000369293	9606.ENSP00000380638	0	0	0	0	0	0	0.900	0	0.900
IL2RA	MAPK9	9606.ENSP00000369293	9606.ENSP00000394560	0	0	0	0	0	0	0.900	0	0.900
IL2RA	SOS1	9606.ENSP00000369293	9606.ENSP00000387784	0	0	0	0	0	0	0.900	0	0.900
IL2RA	RHOA	9606.ENSP00000369293	9606.ENSP00000400175	0	0	0	0	0	0	0.900	0	0.900
IL2RA	MAPK8	9606.ENSP00000369293	9606.ENSP00000378974	0	0	0	0	0	0	0.900	0	0.900
IL2RA	PIK3R1	9606.ENSP00000369293	9606.ENSP00000428056	0	0	0	0	0	0	0.900	0	0.900
IL2RA	SHC1	9606.ENSP00000369293	9606.ENSP00000401303	0	0	0	0	0	0	0.900	0	0.900
IL2RA	JAK3	9606.ENSP00000369293	9606.ENSP00000391676	0	0	0	0	0	0	0.900	0	0.900
IL2RB	MAPK1	9606.ENSP00000216223	9606.ENSP00000215832	0	0	0	0	0	0	0.900	0	0.900
IL2RB	MAPK9	9606.ENSP00000216223	9606.ENSP00000394560	0	0	0	0	0	0	0.900	0	0.900
IL2RB	IRS1	9606.ENSP00000216223	9606.ENSP00000304895	0	0	0	0	0	0	0.900	0	0.900
IL2RB	MAP2K2	9606.ENSP00000216223	9606.ENSP00000262948	0	0	0	0	0	0	0.900	0	0.900
IL2RB	SOS1	9606.ENSP00000216223	9606.ENSP00000387784	0	0	0	0	0	0	0.900	0	0.900
IL2RB	MAPK8	9606.ENSP00000216223	9606.ENSP00000378974	0	0	0	0	0	0	0.900	0	0.900
IL2RB	MAPK11	9606.ENSP00000216223	9606.ENSP00000333685	0	0	0	0	0	0	0.900	0	0.900
IL2RB	RHOA	9606.ENSP00000216223	9606.ENSP00000400175	0	0	0	0	0	0	0.900	0	0.900
IL2RB	NRAS	9606.ENSP00000216223	9606.ENSP00000358548	0	0	0	0	0	0	0.900	0	0.900
IL2RB	MAP2K1	9606.ENSP00000216223	9606.ENSP00000302486	0	0	0	0	0	0	0.900	0	0.900
IL2RB	MAPK14	9606.ENSP00000216223	9606.ENSP00000229795	0	0	0	0	0	0	0.900	0	0.900
IL2RB	PIK3CA	9606.ENSP00000216223	9606.ENSP00000263967	0	0	0	0	0	0	0.900	0	0.900
IL2RB	KRAS	9606.ENSP00000216223	9606.ENSP00000256078	0	0	0	0	0	0	0.900	0	0.900
IL2RB	PTK2B	9606.ENSP00000216223	9606.ENSP00000380638	0	0	0	0	0	0	0.900	0	0.900
IL2RB	MAPK3	9606.ENSP00000216223	9606.ENSP00000263025	0	0	0	0	0	0	0.900	0	0.900
IL2RB	SYK	9606.ENSP00000216223	9606.ENSP00000364907	0	0	0	0	0	0.213	0.900	0	0.917
IL2RB	PIK3R1	9606.ENSP00000216223	9606.ENSP00000428056	0	0	0	0	0	0.462	0.900	0	0.943
IL2RB	SHC1	9606.ENSP00000216223	9606.ENSP00000401303	0	0	0	0	0	0.486	0.900	0	0.946
IL2RB	LCK	9606.ENSP00000216223	9606.ENSP00000337825	0	0	0	0	0	0.462	0.900	0	0.943
IL2RB	JAK3	9606.ENSP00000216223	9606.ENSP00000391676	0	0	0	0	0	0.462	0.900	0	0.943
IL2RB	JAK1	9606.ENSP00000216223	9606.ENSP00000343204	0	0	0	0	0	0.870	0.900	0	0.986
IL2RB	IL2RG	9606.ENSP00000216223	9606.ENSP00000363318	0	0	0	0	0	0.939	0.900	0	0.993
IL2RG	MAPK1	9606.ENSP00000363318	9606.ENSP00000215832	0	0	0	0	0	0.061	0.900	0	0.902
IL2RG	MAPK14	9606.ENSP00000363318	9606.ENSP00000229795	0	0	0	0	0	0.101	0.900	0	0.906
IL2RG	IL4	9606.ENSP00000363318	9606.ENSP00000231449	0	0	0	0	0	0.938	0.900	0	0.993
IL2RG	KRAS	9606.ENSP00000363318	9606.ENSP00000256078	0	0	0	0	0	0	0.900	0	0.900
IL2RG	ITGA2B	9606.ENSP00000363318	9606.ENSP00000262407	0	0	0	0	0	0	0.900	0	0.900
IL2RG	MAP2K2	9606.ENSP00000363318	9606.ENSP00000262948	0	0	0	0	0	0	0.900	0	0.900
IL2RG	MAPK3	9606.ENSP00000363318	9606.ENSP00000263025	0	0	0	0	0	0.061	0.900	0	0.902
IL2RG	IL7	9606.ENSP00000363318	9606.ENSP00000263851	0	0	0	0	0	0.676	0.800	0	0.932
IL2RG	PIK3CA	9606.ENSP00000363318	9606.ENSP00000263967	0	0	0	0	0	0	0.900	0	0.900
IL2RG	MAP2K1	9606.ENSP00000363318	9606.ENSP00000302486	0	0	0	0	0	0	0.900	0	0.900
IL2RG	IRS1	9606.ENSP00000363318	9606.ENSP00000304895	0	0	0	0	0	0	0.900	0	0.900
IL2RG	MAPK11	9606.ENSP00000363318	9606.ENSP00000333685	0	0	0	0	0	0.077	0.900	0	0.903
IL2RG	LCK	9606.ENSP00000363318	9606.ENSP00000337825	0	0	0	0	0	0	0.900	0	0.900
IL2RG	JAK1	9606.ENSP00000363318	9606.ENSP00000343204	0	0	0	0	0	0.462	0.900	0	0.943
IL2RG	NRAS	9606.ENSP00000363318	9606.ENSP00000358548	0	0	0	0	0	0	0.900	0	0.900
IL2RG	SOS1	9606.ENSP00000363318	9606.ENSP00000387784	0	0	0	0	0	0	0.900	0	0.900
IL2RG	MAPK8	9606.ENSP00000363318	9606.ENSP00000378974	0	0	0	0	0	0	0.900	0	0.900
IL2RG	MAPK9	9606.ENSP00000363318	9606.ENSP00000394560	0	0	0	0	0	0	0.900	0	0.900
IL2RG	PIK3R1	9606.ENSP00000363318	9606.ENSP00000428056	0	0	0	0	0	0	0.900	0	0.900
IL2RG	PTK2B	9606.ENSP00000363318	9606.ENSP00000380638	0	0	0	0	0	0	0.900	0	0.900
IL2RG	RHOA	9606.ENSP00000363318	9606.ENSP00000400175	0	0	0	0	0	0	0.900	0	0.900
IL2RG	SYK	9606.ENSP00000363318	9606.ENSP00000364907	0	0	0	0	0	0	0.900	0	0.900
IL2RG	SHC1	9606.ENSP00000363318	9606.ENSP00000401303	0	0	0	0	0	0.270	0.900	0	0.923
IL2RG	IL4R	9606.ENSP00000363318	9606.ENSP00000379111	0	0	0	0	0	0.949	0.900	0	0.994
IL2RG	JAK3	9606.ENSP00000363318	9606.ENSP00000391676	0	0	0	0	0	0.675	0.900	0	0.966
IL3	PIK3CA	9606.ENSP00000296870	9606.ENSP00000263967	0	0	0	0	0	0.213	0.900	0	0.917
IL3	PRKACA	9606.ENSP00000296870	9606.ENSP00000309591	0	0	0	0	0	0	0.900	0	0.900
IL3	PRKACG	9606.ENSP00000296870	9606.ENSP00000366488	0	0	0	0	0	0	0.900	0	0.900
IL3	YWHAZ	9606.ENSP00000296870	9606.ENSP00000379287	0	0	0	0	0	0	0.900	0	0.900
IL3	PRKACB	9606.ENSP00000296870	9606.ENSP00000359719	0	0	0	0	0	0	0.900	0	0.900
IL3	SOS1	9606.ENSP00000296870	9606.ENSP00000387784	0	0	0	0	0	0	0.900	0	0.900
IL3	PIK3R1	9606.ENSP00000296870	9606.ENSP00000428056	0	0	0	0	0	0	0.900	0	0.900
IL3	SHC1	9606.ENSP00000296870	9606.ENSP00000401303	0	0	0	0	0	0	0.900	0	0.900
IL3	JAK2	9606.ENSP00000296870	9606.ENSP00000371067	0	0	0	0	0	0	0.900	0	0.900
IL4	MAPK14	9606.ENSP00000231449	9606.ENSP00000229795	0	0	0	0	0	0.065	0.900	0	0.902
IL4	LAMA5	9606.ENSP00000231449	9606.ENSP00000252999	0	0	0	0	0	0	0.900	0	0.900
IL4	SHC1	9606.ENSP00000231449	9606.ENSP00000401303	0	0	0	0	0	0	0.900	0	0.900
IL4	PIK3R1	9606.ENSP00000231449	9606.ENSP00000428056	0	0	0	0	0	0	0.900	0	0.900
IL4	PIK3CA	9606.ENSP00000231449	9606.ENSP00000263967	0	0	0	0	0	0.223	0.900	0	0.918
IL4	IRS1	9606.ENSP00000231449	9606.ENSP00000304895	0	0	0	0	0	0	0.900	0	0.900
IL4	RELA	9606.ENSP00000231449	9606.ENSP00000384273	0	0	0	0	0	0	0.900	0	0.900
IL4	NFATC1	9606.ENSP00000231449	9606.ENSP00000389377	0	0	0	0	0	0	0.900	0	0.900
IL4	JAK2	9606.ENSP00000231449	9606.ENSP00000371067	0	0	0	0	0	0	0.900	0	0.900
IL4	JUN	9606.ENSP00000231449	9606.ENSP00000360266	0	0	0	0	0	0	0.900	0	0.900
IL4	JAK3	9606.ENSP00000231449	9606.ENSP00000391676	0	0	0	0	0	0	0.900	0	0.900
IL4	JAK1	9606.ENSP00000231449	9606.ENSP00000343204	0	0	0	0	0	0	0.900	0	0.900
IL4	IL6	9606.ENSP00000231449	9606.ENSP00000385675	0	0	0	0	0	0	0.900	0	0.900
IL4	TNF	9606.ENSP00000231449	9606.ENSP00000398698	0	0	0	0	0	0	0.900	0	0.900
IL4	IL4R	9606.ENSP00000231449	9606.ENSP00000379111	0	0	0	0	0	0.974	0.900	0	0.997
IL4R	MAPK14	9606.ENSP00000379111	9606.ENSP00000229795	0	0	0	0	0	0	0.900	0	0.900
IL4R	PIK3CA	9606.ENSP00000379111	9606.ENSP00000263967	0	0	0	0	0	0	0.900	0	0.900
IL4R	IRS1	9606.ENSP00000379111	9606.ENSP00000304895	0	0	0	0	0	0.420	0.900	0	0.939
IL4R	JAK1	9606.ENSP00000379111	9606.ENSP00000343204	0	0	0	0	0	0.688	0.900	0	0.967
IL4R	JAK2	9606.ENSP00000379111	9606.ENSP00000371067	0	0	0	0	0	0.281	0.900	0	0.925
IL4R	OPRM1	9606.ENSP00000379111	9606.ENSP00000394624	0	0	0	0	0	0	0.900	0	0.900
IL4R	PIK3R1	9606.ENSP00000379111	9606.ENSP00000428056	0	0	0	0	0	0	0.900	0	0.900
IL4R	SHC1	9606.ENSP00000379111	9606.ENSP00000401303	0	0	0	0	0	0.486	0.900	0	0.946
IL4R	JAK3	9606.ENSP00000379111	9606.ENSP00000391676	0	0	0	0	0	0.470	0.900	0	0.944
IL6	OSM	9606.ENSP00000385675	9606.ENSP00000215781	0	0	0	0	0	0.270	0.900	0	0.923
IL6	MAPK1	9606.ENSP00000385675	9606.ENSP00000215832	0	0	0	0	0	0	0.900	0	0.900
IL6	LBP	9606.ENSP00000385675	9606.ENSP00000217407	0	0	0	0	0	0	0.900	0	0.900
IL6	MMP2	9606.ENSP00000385675	9606.ENSP00000219070	0	0	0	0	0	0	0.900	0	0.900
IL6	NFKB1	9606.ENSP00000385675	9606.ENSP00000226574	0	0	0	0	0	0	0.900	0	0.900
IL6	MAP2K2	9606.ENSP00000385675	9606.ENSP00000262948	0	0	0	0	0	0	0.900	0	0.900
IL6	MAPK3	9606.ENSP00000385675	9606.ENSP00000263025	0	0	0	0	0	0	0.900	0	0.900
IL6	MAP2K1	9606.ENSP00000385675	9606.ENSP00000302486	0	0	0	0	0	0	0.900	0	0.900
IL6	MMP1	9606.ENSP00000385675	9606.ENSP00000322788	0	0	0	0	0	0	0.900	0	0.900
IL6	JAK1	9606.ENSP00000385675	9606.ENSP00000343204	0	0	0	0	0	0.189	0.900	0	0.915
IL6	IL6R	9606.ENSP00000385675	9606.ENSP00000357470	0	0	0	0	0	0.978	0.900	0	0.997
IL6	JUN	9606.ENSP00000385675	9606.ENSP00000360266	0	0	0	0	0	0	0.900	0	0.900
IL6	MMP9	9606.ENSP00000385675	9606.ENSP00000361405	0	0	0	0	0	0	0.900	0	0.900
IL6	JAK2	9606.ENSP00000385675	9606.ENSP00000371067	0	0	0	0	0	0	0.900	0	0.900
IL6	POMC	9606.ENSP00000385675	9606.ENSP00000384092	0	0	0	0	0	0	0.900	0	0.900
IL6	RELA	9606.ENSP00000385675	9606.ENSP00000384273	0	0	0	0	0	0.270	0.900	0	0.923
IL6	SOS1	9606.ENSP00000385675	9606.ENSP00000387784	0	0	0	0	0	0	0.900	0	0.900
IL6	MAP2K6	9606.ENSP00000385675	9606.ENSP00000468348	0	0	0	0	0	0	0.900	0	0.900
